q = [
0.007732, 0.010460, 0.016927, 0.027405, 0.063104, 0.117513, 0.196117, 0.483866, 0.815516;
0.007850, 0.010017, 0.021310, 0.033904, 0.055358, 0.102122, 0.233882, 0.446665, 0.811484;
0.009091, 0.010558, 0.017355, 0.035720, 0.066198, 0.103772, 0.236376, 0.458105, 0.841868;
0.008422, 0.011699, 0.022314, 0.032966, 0.062108, 0.113950, 0.226870, 0.482521, 0.807578;
0.008558, 0.009479, 0.020871, 0.034451, 0.062657, 0.120790, 0.219417, 0.428361, 0.815312;
0.007608, 0.010133, 0.017087, 0.034496, 0.059733, 0.121010, 0.228621, 0.397020, 0.834898;
0.008276, 0.009731, 0.017989, 0.033943, 0.062277, 0.116448, 0.233175, 0.475146, 0.835676];
pt4 = [
0.018914, 0.020740, 0.026075, 0.045149, 0.067971, 0.129944, 0.224437, 0.427462, 0.951074;
0.016433, 0.023936, 0.019768, 0.039723, 0.071388, 0.130507, 0.223158, 0.441898, 0.875899;
0.023468, 0.021556, 0.030517, 0.044109, 0.072883, 0.130791, 0.234345, 0.460608, 0.903461;
0.013799, 0.018916, 0.026633, 0.039440, 0.072178, 0.130685, 0.225984, 0.433336, 0.895795;
0.016253, 0.022875, 0.028194, 0.041041, 0.069058, 0.130228, 0.239967, 0.443625, 0.901100;
0.019508, 0.022530, 0.022966, 0.040848, 0.065290, 0.122525, 0.230508, 0.427867, 0.878037;
0.015653, 0.021292, 0.025573, 0.041094, 0.068550, 0.120849, 0.219026, 0.439557, 0.858326;
0.019086, 0.019088, 0.025399, 0.038509, 0.068010, 0.122133, 0.235102, 0.435505, 0.885560;
0.018200, 0.021881, 0.023610, 0.039243, 0.069845, 0.126112, 0.218942, 0.452639, 0.897602;
0.016434, 0.025795, 0.029370, 0.042517, 0.072069, 0.121220, 0.242375, 0.458925, 0.849117;
0.014480, 0.017700, 0.028104, 0.040377, 0.071500, 0.127313, 0.227122, 0.435084, 0.906544;
0.018514, 0.022376, 0.026465, 0.041793, 0.076819, 0.126421, 0.217501, 0.457921, 0.912733;
0.015477, 0.020354, 0.026332, 0.045077, 0.071337, 0.130871, 0.227729, 0.463677, 0.882260;
0.016442, 0.021825, 0.024059, 0.038346, 0.070056, 0.143364, 0.223634, 0.445861, 0.858478;
0.014142, 0.020787, 0.028533, 0.039971, 0.073935, 0.123430, 0.231818, 0.439074, 0.912085;
0.017906, 0.019549, 0.026824, 0.041046, 0.072417, 0.135559, 0.222066, 0.471414, 0.856225;
0.022187, 0.024736, 0.025123, 0.040345, 0.072050, 0.126294, 0.237417, 0.439747, 0.876193;
0.023705, 0.017502, 0.024809, 0.039675, 0.073788, 0.127270, 0.217920, 0.442254, 0.907595;
0.015657, 0.019991, 0.027245, 0.041396, 0.067583, 0.123987, 0.228191, 0.457049, 0.854097;
0.015229, 0.022662, 0.029058, 0.044171, 0.072176, 0.127923, 0.238016, 0.452967, 0.886268;
0.018047, 0.020539, 0.027209, 0.045222, 0.071417, 0.117091, 0.213791, 0.449806, 0.854534;
0.017857, 0.019380, 0.031557, 0.039586, 0.075867, 0.125802, 0.236331, 0.444406, 0.902745;
0.023277, 0.020656, 0.027850, 0.044410, 0.070425, 0.122652, 0.225611, 0.425340, 0.908311;
0.016948, 0.019831, 0.028106, 0.039871, 0.066397, 0.136324, 0.238031, 0.447282, 0.870080;
0.018020, 0.020231, 0.024969, 0.038813, 0.072862, 0.119735, 0.237609, 0.452486, 0.898095;
0.021107, 0.021488, 0.025695, 0.037192, 0.070413, 0.128505, 0.241791, 0.458047, 0.892859;
0.018759, 0.024276, 0.025070, 0.039431, 0.067246, 0.126943, 0.231312, 0.455723, 0.858119;
0.019524, 0.019233, 0.028666, 0.039230, 0.067391, 0.125399, 0.227471, 0.445945, 0.876231;
0.017145, 0.018307, 0.027566, 0.038371, 0.070042, 0.131099, 0.211975, 0.430226, 0.874115;
0.018712, 0.018572, 0.029330, 0.043406, 0.069127, 0.128286, 0.226905, 0.440537, 0.886750;
0.019594, 0.019354, 0.027559, 0.040056, 0.071246, 0.127527, 0.236575, 0.439463, 0.887261;
0.016135, 0.019004, 0.026191, 0.041609, 0.073251, 0.124092, 0.235181, 0.454523, 0.875057;
